            t            kx            ky            kz         vbarx         vbary         vbarz
   285.900000      0.420007     -2.453937     -0.492362      0.109085      0.072686     -0.003243 
   286.000000      0.415862     -2.460030     -0.489096      0.109047      0.072661     -0.003242 
   286.100000      0.411740     -2.466069     -0.485856      0.109008      0.072636     -0.003240 
   286.200000      0.407640     -2.472056     -0.482641      0.108970      0.072610     -0.003239 
   286.300000      0.403563     -2.477990     -0.479452      0.108932      0.072585     -0.003238 
   286.400000      0.399508     -2.483871     -0.476289      0.108894      0.072559     -0.003237 
   286.500000      0.395474     -2.489699     -0.473151      0.108856      0.072534     -0.003236 
   286.600000      0.391462     -2.495474     -0.470038      0.108818      0.072509     -0.003235 
   286.700000      0.387472     -2.501197     -0.466951      0.108780      0.072484     -0.003234 
   286.800000      0.383502     -2.506867     -0.463889      0.108742      0.072458     -0.003233 
   286.900000      0.379553     -2.512485     -0.460853      0.108704      0.072433     -0.003231 
   287.000000      0.375625     -2.518050     -0.457841      0.108667      0.072408     -0.003230 
   287.100000      0.371717     -2.523562     -0.454854      0.108629      0.072383     -0.003229 
   287.200000      0.367829     -2.529022     -0.451893      0.108591      0.072357     -0.003228 
   287.300000      0.363961     -2.534430     -0.448956      0.108553      0.072332     -0.003227 
   287.400000      0.360113     -2.539786     -0.446044      0.108515      0.072307     -0.003226 
   287.500000      0.356283     -2.545089     -0.443157      0.108478      0.072282     -0.003225 
   287.600000      0.352474     -2.550340     -0.440294      0.108440      0.072257     -0.003224 
   287.700000      0.348683     -2.555540     -0.437456      0.108402      0.072232     -0.003222 
   287.800000      0.344910     -2.560687     -0.434643      0.108365      0.072206     -0.003221 
   287.900000      0.341157     -2.565782     -0.431854      0.108327      0.072181     -0.003220 
   288.000000      0.337421     -2.570826     -0.429090      0.108289      0.072156     -0.003219 
   288.100000      0.333704     -2.575818     -0.426349      0.108252      0.072131     -0.003218 
   288.200000      0.330004     -2.580759     -0.423633      0.108214      0.072106     -0.003217 
   288.300000      0.326322     -2.585648     -0.420941      0.108177      0.072081     -0.003216 
   288.400000      0.322658     -2.590485     -0.418273      0.108139      0.072056     -0.003215 
   288.500000      0.319011     -2.595272     -0.415629      0.108102      0.072031     -0.003213 
   288.600000      0.315380     -2.600007     -0.413009      0.108064      0.072006     -0.003212 
   288.700000      0.311767     -2.604691     -0.410413      0.108027      0.071981     -0.003211 
   288.800000      0.308171     -2.609325     -0.407840      0.107989      0.071956     -0.003210 
   288.900000      0.304590     -2.613907     -0.405291      0.107952      0.071931     -0.003209 
   289.000000      0.301027     -2.618439     -0.402765      0.107915      0.071907     -0.003208 
   289.100000      0.297479     -2.622920     -0.400263      0.107877      0.071882     -0.003207 
   289.200000      0.293947     -2.627351     -0.397785      0.107840      0.071857     -0.003206 
   289.300000      0.290431     -2.631731     -0.395330      0.107803      0.071832     -0.003205 
   289.400000      0.286930     -2.636061     -0.392897      0.107766      0.071807     -0.003204 
   289.500000      0.283445     -2.640341     -0.390488      0.107728      0.071782     -0.003202 
   289.600000      0.279974     -2.644571     -0.388102      0.107691      0.071758     -0.003201 
   289.700000      0.276519     -2.648750     -0.385739      0.107654      0.071733     -0.003200 
   289.800000      0.273079     -2.652880     -0.383399      0.107617      0.071708     -0.003199 
   289.900000      0.269653     -2.656961     -0.381082      0.107580      0.071683     -0.003198 
   290.000000      0.266242     -2.660992     -0.378787      0.107543      0.071659     -0.003197 
   290.100000      0.262844     -2.664973     -0.376515      0.107506      0.071634     -0.003196 
   290.200000      0.259461     -2.668905     -0.374266      0.107468      0.071609     -0.003195 
   290.300000      0.256092     -2.672788     -0.372039      0.107431      0.071585     -0.003194 
   290.400000      0.252737     -2.676622     -0.369834      0.107394      0.071560     -0.003192 
   290.500000      0.249395     -2.680407     -0.367652      0.107357      0.071535     -0.003191 
   290.600000      0.246067     -2.684143     -0.365492      0.107321      0.071511     -0.003190 
   290.700000      0.242751     -2.687830     -0.363354      0.107284      0.071486     -0.003189 
   290.800000      0.239449     -2.691469     -0.361238      0.107247      0.071461     -0.003188 
   290.900000      0.236160     -2.695059     -0.359144      0.107210      0.071437     -0.003187 
   291.000000      0.232883     -2.698601     -0.357072      0.107173      0.071412     -0.003186 
   291.100000      0.229619     -2.702095     -0.355022      0.107136      0.071388     -0.003185 
   291.200000      0.226367     -2.705541     -0.352993      0.107099      0.071363     -0.003184 
   291.300000      0.223128     -2.708938     -0.350986      0.107063      0.071339     -0.003183 
   291.400000      0.219901     -2.712288     -0.349001      0.107026      0.071314     -0.003182 
   291.500000      0.216685     -2.715591     -0.347037      0.106989      0.071290     -0.003180 
   291.600000      0.213481     -2.718845     -0.345094      0.106953      0.071265     -0.003179 
   291.700000      0.210289     -2.722052     -0.343173      0.106916      0.071241     -0.003178 
   291.800000      0.207108     -2.725212     -0.341272      0.106879      0.071217     -0.003177 
   291.900000      0.203939     -2.728325     -0.339394      0.106843      0.071192     -0.003176 
   292.000000      0.200780     -2.731390     -0.337536      0.106806      0.071168     -0.003175 
   292.100000      0.197632     -2.734409     -0.335699      0.106769      0.071143     -0.003174 
   292.200000      0.194496     -2.737381     -0.333883      0.106733      0.071119     -0.003173 
   292.300000      0.191369     -2.740306     -0.332087      0.106696      0.071095     -0.003172 
   292.400000      0.188253     -2.743184     -0.330313      0.106660      0.071070     -0.003171 
   292.500000      0.185148     -2.746016     -0.328559      0.106623      0.071046     -0.003170 
   292.600000      0.182052     -2.748801     -0.326826      0.106587      0.071022     -0.003168 
   292.700000      0.178967     -2.751540     -0.325113      0.106551      0.070998     -0.003167 
   292.800000      0.175891     -2.754233     -0.323421      0.106514      0.070973     -0.003166 
   292.900000      0.172825     -2.756880     -0.321749      0.106478      0.070949     -0.003165 
   293.000000      0.169768     -2.759481     -0.320097      0.106442      0.070925     -0.003164 
   293.100000      0.166721     -2.762036     -0.318465      0.106405      0.070901     -0.003163 
   293.200000      0.163683     -2.764546     -0.316854      0.106369      0.070876     -0.003162 
   293.300000      0.160653     -2.767010     -0.315262      0.106333      0.070852     -0.003161 
   293.400000      0.157633     -2.769428     -0.313691      0.106296      0.070828     -0.003160 
   293.500000      0.154621     -2.771801     -0.312140      0.106260      0.070804     -0.003159 
   293.600000      0.151618     -2.774129     -0.310608      0.106224      0.070780     -0.003158 
   293.700000      0.148623     -2.776411     -0.309096      0.106188      0.070756     -0.003157 
   293.800000      0.145637     -2.778649     -0.307604      0.106152      0.070732     -0.003156 
   293.900000      0.142658     -2.780841     -0.306131      0.106116      0.070708     -0.003154 
   294.000000      0.139687     -2.782989     -0.304678      0.106079      0.070684     -0.003153 
   294.100000      0.136724     -2.785092     -0.303244      0.106043      0.070660     -0.003152 
   294.200000      0.133769     -2.787150     -0.301830      0.106007      0.070636     -0.003151 
   294.300000      0.130821     -2.789163     -0.300435      0.105971      0.070612     -0.003150 
   294.400000      0.127880     -2.791132     -0.299059      0.105935      0.070588     -0.003149 
   294.500000      0.124947     -2.793057     -0.297702      0.105899      0.070564     -0.003148 
   294.600000      0.122020     -2.794937     -0.296365      0.105863      0.070540     -0.003147 
   294.700000      0.119100     -2.796774     -0.295046      0.105828      0.070516     -0.003146 
   294.800000      0.116187     -2.798565     -0.293747      0.105792      0.070492     -0.003145 
   294.900000      0.113280     -2.800313     -0.292466      0.105756      0.070468     -0.003144 
   295.000000      0.110380     -2.802017     -0.291205      0.105720      0.070444     -0.003143 
   295.100000      0.107485     -2.803677     -0.289962      0.105684      0.070420     -0.003142 
   295.200000      0.104597     -2.805294     -0.288738      0.105648      0.070396     -0.003141 
   295.300000      0.101715     -2.806866     -0.287532      0.105612      0.070372     -0.003139 
   295.400000      0.098838     -2.808395     -0.286345      0.105577      0.070349     -0.003138 
   295.500000      0.095967     -2.809880     -0.285177      0.105541      0.070325     -0.003137 
   295.600000      0.093101     -2.811322     -0.284027      0.105505      0.070301     -0.003136 
   295.700000      0.090240     -2.812721     -0.282896      0.105470      0.070277     -0.003135 
   295.800000      0.087385     -2.814076     -0.281782      0.105434      0.070253     -0.003134 
   295.900000      0.084534     -2.815387     -0.280688      0.105398      0.070230     -0.003133 
   296.000000      0.081688     -2.816656     -0.279611      0.105363      0.070206     -0.003132 
   296.100000      0.078846     -2.817881     -0.278553      0.105327      0.070182     -0.003131 
   296.200000      0.076010     -2.819063     -0.277512      0.105292      0.070159     -0.003130 
   296.300000      0.073177     -2.820203     -0.276490      0.105256      0.070135     -0.003129 
   296.400000      0.070348     -2.821299     -0.275486      0.105221      0.070111     -0.003128 
   296.500000      0.067524     -2.822352     -0.274500      0.105185      0.070088     -0.003127 
   296.600000      0.064703     -2.823362     -0.273531      0.105150      0.070064     -0.003126 
   296.700000      0.061885     -2.824330     -0.272581      0.105114      0.070040     -0.003125 
   296.800000      0.059072     -2.825255     -0.271648      0.105079      0.070017     -0.003124 
   296.900000      0.056261     -2.826137     -0.270733      0.105043      0.069993     -0.003123 
   297.000000      0.053454     -2.826976     -0.269836      0.105008      0.069970     -0.003122 
   297.100000      0.050650     -2.827773     -0.268957      0.104973      0.069946     -0.003120 
   297.200000      0.047848     -2.828527     -0.268095      0.104937      0.069922     -0.003119 
   297.300000      0.045050     -2.829238     -0.267250      0.104902      0.069899     -0.003118 
   297.400000      0.042253     -2.829907     -0.266423      0.104867      0.069875     -0.003117 
   297.500000      0.039460     -2.830534     -0.265614      0.104832      0.069852     -0.003116 
   297.600000      0.036668     -2.831118     -0.264822      0.104796      0.069828     -0.003115 
   297.700000      0.033878     -2.831660     -0.264048      0.104761      0.069805     -0.003114 
   297.800000      0.031091     -2.832159     -0.263290      0.104726      0.069782     -0.003113 
   297.900000      0.028305     -2.832616     -0.262550      0.104691      0.069758     -0.003112 
   298.000000      0.025520     -2.833030     -0.261828      0.104656      0.069735     -0.003111 
   298.100000      0.022737     -2.833402     -0.261122      0.104621      0.069711     -0.003110 
   298.200000      0.019956     -2.833732     -0.260434      0.104585      0.069688     -0.003109 
   298.300000      0.017175     -2.834020     -0.259763      0.104550      0.069665     -0.003108 
   298.400000      0.014395     -2.834265     -0.259109      0.104515      0.069641     -0.003107 
   298.500000      0.011616     -2.834468     -0.258472      0.104480      0.069618     -0.003106 
   298.600000      0.008838     -2.834629     -0.257852      0.104445      0.069595     -0.003105 
   298.700000      0.006060     -2.834747     -0.257249      0.104410      0.069571     -0.003104 
   298.800000      0.003283     -2.834823     -0.256663      0.104375      0.069548     -0.003103 
   298.900000      0.000505     -2.834857     -0.256094      0.104340      0.069525     -0.003102 
   299.000000     -0.002272     -2.834849     -0.255542      0.104306      0.069502     -0.003101 
   299.100000     -0.005050     -2.834799     -0.255006      0.104271      0.069478     -0.003100 
   299.200000     -0.007828     -2.834706     -0.254488      0.104236      0.069455     -0.003099 
   299.300000     -0.010606     -2.834571     -0.253986      0.104201      0.069432     -0.003098 
   299.400000     -0.013385     -2.834394     -0.253501      0.104166      0.069409     -0.003097 
   299.500000     -0.016165     -2.834174     -0.253033      0.104131      0.069385     -0.003095 
   299.600000     -0.018946     -2.833913     -0.252582      0.104097      0.069362     -0.003094 
   299.700000     -0.021728     -2.833609     -0.252147      0.104062      0.069339     -0.003093 
   299.800000     -0.024511     -2.833262     -0.251729      0.104027      0.069316     -0.003092 
   299.900000     -0.027296     -2.832874     -0.251327      0.103993      0.069293     -0.003091 
   300.000000     -0.030082     -2.832443     -0.250942      0.103958      0.069270     -0.003090 
   300.100000     -0.032870     -2.831969     -0.250574      0.103923      0.069247     -0.003089 
   300.200000     -0.035660     -2.831454     -0.250222      0.103889      0.069224     -0.003088 
   300.300000     -0.038452     -2.830895     -0.249887      0.103854      0.069201     -0.003087 
   300.400000     -0.041246     -2.830295     -0.249569      0.103819      0.069178     -0.003086 
   300.500000     -0.044043     -2.829652     -0.249266      0.103785      0.069155     -0.003085 
   300.600000     -0.046842     -2.828966     -0.248981      0.103750      0.069132     -0.003084 
   300.700000     -0.049644     -2.828238     -0.248712      0.103716      0.069109     -0.003083 
   300.800000     -0.052449     -2.827467     -0.248459      0.103681      0.069086     -0.003082 
   300.900000     -0.055257     -2.826654     -0.248223      0.103647      0.069063     -0.003081 
   301.000000     -0.058068     -2.825798     -0.248003      0.103613      0.069040     -0.003080 
   301.100000     -0.060883     -2.824899     -0.247800      0.103578      0.069017     -0.003079 
   301.200000     -0.063700     -2.823958     -0.247613      0.103544      0.068994     -0.003078 
   301.300000     -0.066522     -2.822974     -0.247442      0.103509      0.068971     -0.003077 
   301.400000     -0.069348     -2.821946     -0.247288      0.103475      0.068948     -0.003076 
   301.500000     -0.072177     -2.820876     -0.247150      0.103441      0.068925     -0.003075 
   301.600000     -0.075011     -2.819763     -0.247028      0.103406      0.068902     -0.003074 
   301.700000     -0.077849     -2.818607     -0.246923      0.103372      0.068879     -0.003073 
   301.800000     -0.080691     -2.817408     -0.246834      0.103338      0.068857     -0.003072 
   301.900000     -0.083538     -2.816166     -0.246762      0.103304      0.068834     -0.003071 
   302.000000     -0.086390     -2.814881     -0.246706      0.103269      0.068811     -0.003070 
   302.100000     -0.089246     -2.813552     -0.246666      0.103235      0.068788     -0.003069 
   302.200000     -0.092108     -2.812180     -0.246642      0.103201      0.068766     -0.003068 
   302.300000     -0.094975     -2.810765     -0.246635      0.103167      0.068743     -0.003067 
   302.400000     -0.097848     -2.809306     -0.246644      0.103133      0.068720     -0.003066 
   302.500000     -0.100726     -2.807803     -0.246669      0.103099      0.068697     -0.003065 
   302.600000     -0.103610     -2.806257     -0.246711      0.103065      0.068675     -0.003064 
   302.700000     -0.106499     -2.804668     -0.246769      0.103031      0.068652     -0.003063 
   302.800000     -0.109395     -2.803034     -0.246843      0.102997      0.068629     -0.003062 
   302.900000     -0.112297     -2.801357     -0.246934      0.102963      0.068607     -0.003061 
   303.000000     -0.115205     -2.799636     -0.247040      0.102929      0.068584     -0.003060 
   303.100000     -0.118120     -2.797870     -0.247164      0.102895      0.068561     -0.003059 
   303.200000     -0.121042     -2.796061     -0.247303      0.102861      0.068539     -0.003058 
   303.300000     -0.123970     -2.794207     -0.247459      0.102827      0.068516     -0.003057 
   303.400000     -0.126905     -2.792310     -0.247631      0.102793      0.068494     -0.003056 
   303.500000     -0.129848     -2.790368     -0.247819      0.102759      0.068471     -0.003055 
   303.600000     -0.132798     -2.788381     -0.248024      0.102725      0.068448     -0.003054 
   303.700000     -0.135755     -2.786350     -0.248245      0.102691      0.068426     -0.003053 
   303.800000     -0.138720     -2.784274     -0.248482      0.102658      0.068403     -0.003052 
   303.900000     -0.141693     -2.782153     -0.248736      0.102624      0.068381     -0.003051 
   304.000000     -0.144673     -2.779988     -0.249006      0.102590      0.068358     -0.003050 
   304.100000     -0.147662     -2.777778     -0.249292      0.102556      0.068336     -0.003049 
   304.200000     -0.150659     -2.775523     -0.249595      0.102523      0.068313     -0.003048 
   304.300000     -0.153665     -2.773222     -0.249914      0.102489      0.068291     -0.003047 
   304.400000     -0.156679     -2.770876     -0.250249      0.102455      0.068269     -0.003046 
   304.500000     -0.159701     -2.768485     -0.250601      0.102422      0.068246     -0.003045 
   304.600000     -0.162733     -2.766049     -0.250970      0.102388      0.068224     -0.003044 
   304.700000     -0.165774     -2.763567     -0.251354      0.102354      0.068201     -0.003043 
   304.800000     -0.168824     -2.761039     -0.251755      0.102321      0.068179     -0.003042 
   304.900000     -0.171883     -2.758466     -0.252173      0.102287      0.068157     -0.003041 
   305.000000     -0.174952     -2.755846     -0.252607      0.102254      0.068134     -0.003040 
   305.100000     -0.178030     -2.753181     -0.253057      0.102220      0.068112     -0.003039 
   305.200000     -0.181119     -2.750470     -0.253524      0.102187      0.068090     -0.003038 
   305.300000     -0.184217     -2.747712     -0.254008      0.102153      0.068067     -0.003037 
   305.400000     -0.187326     -2.744908     -0.254507      0.102120      0.068045     -0.003036 
   305.500000     -0.190445     -2.742057     -0.255024      0.102086      0.068023     -0.003035 
   305.600000     -0.193574     -2.739160     -0.255557      0.102053      0.068000     -0.003034 
   305.700000     -0.196714     -2.736216     -0.256106      0.102020      0.067978     -0.003033 
   305.800000     -0.199865     -2.733226     -0.256672      0.101986      0.067956     -0.003032 
   305.900000     -0.203027     -2.730188     -0.257255      0.101953      0.067934     -0.003031 
   306.000000     -0.206200     -2.727104     -0.257854      0.101919      0.067912     -0.003030 
   306.100000     -0.209385     -2.723972     -0.258470      0.101886      0.067889     -0.003029 
   306.200000     -0.212580     -2.720793     -0.259102      0.101853      0.067867     -0.003028 
   306.300000     -0.215788     -2.717567     -0.259752      0.101820      0.067845     -0.003027 
   306.400000     -0.219007     -2.714293     -0.260417      0.101786      0.067823     -0.003026 
   306.500000     -0.222238     -2.710971     -0.261100      0.101753      0.067801     -0.003025 
   306.600000     -0.225482     -2.707602     -0.261799      0.101720      0.067779     -0.003024 
   306.700000     -0.228737     -2.704184     -0.262515      0.101687      0.067757     -0.003023 
   306.800000     -0.232005     -2.700719     -0.263247      0.101654      0.067734     -0.003022 
   306.900000     -0.235286     -2.697205     -0.263996      0.101621      0.067712     -0.003021 
   307.000000     -0.238580     -2.693643     -0.264763      0.101587      0.067690     -0.003020 
   307.100000     -0.241886     -2.690033     -0.265545      0.101554      0.067668     -0.003019 
   307.200000     -0.245206     -2.686374     -0.266345      0.101521      0.067646     -0.003018 
   307.300000     -0.248538     -2.682667     -0.267161      0.101488      0.067624     -0.003017 
   307.400000     -0.251885     -2.678911     -0.267995      0.101455      0.067602     -0.003016 
   307.500000     -0.255245     -2.675105     -0.268845      0.101422      0.067580     -0.003015 
   307.600000     -0.258618     -2.671251     -0.269712      0.101389      0.067558     -0.003014 
   307.700000     -0.262006     -2.667348     -0.270595      0.101356      0.067536     -0.003013 
   307.800000     -0.265408     -2.663395     -0.271496      0.101323      0.067514     -0.003012 
   307.900000     -0.268824     -2.659393     -0.272414      0.101291      0.067492     -0.003011 
   308.000000     -0.272255     -2.655341     -0.273348      0.101258      0.067471     -0.003010 
   308.100000     -0.275700     -2.651240     -0.274300      0.101225      0.067449     -0.003009 
   308.200000     -0.279161     -2.647089     -0.275268      0.101192      0.067427     -0.003008 
   308.300000     -0.282636     -2.642888     -0.276253      0.101159      0.067405     -0.003007 
   308.400000     -0.286126     -2.638637     -0.277256      0.101126      0.067383     -0.003006 
   308.500000     -0.289632     -2.634336     -0.278275      0.101094      0.067361     -0.003005 
   308.600000     -0.293154     -2.629985     -0.279311      0.101061      0.067339     -0.003004 
   308.700000     -0.296691     -2.625583     -0.280364      0.101028      0.067318     -0.003003 
   308.800000     -0.300244     -2.621131     -0.281435      0.100995      0.067296     -0.003002 
   308.900000     -0.303813     -2.616628     -0.282522      0.100963      0.067274     -0.003001 
   309.000000     -0.307399     -2.612074     -0.283626      0.100930      0.067252     -0.003000 
   309.100000     -0.311001     -2.607470     -0.284748      0.100897      0.067230     -0.002999 
   309.200000     -0.314620     -2.602814     -0.285886      0.100865      0.067209     -0.002998 
   309.300000     -0.318256     -2.598108     -0.287041      0.100832      0.067187     -0.002997 
   309.400000     -0.321909     -2.593350     -0.288214      0.100799      0.067165     -0.002996 
   309.500000     -0.325579     -2.588541     -0.289403      0.100767      0.067144     -0.002995 
   309.600000     -0.329266     -2.583681     -0.290610      0.100734      0.067122     -0.002994 
   309.700000     -0.332972     -2.578769     -0.291834      0.100702      0.067100     -0.002994 
   309.800000     -0.336695     -2.573806     -0.293074      0.100669      0.067079     -0.002993 
   309.900000     -0.340436     -2.568791     -0.294332      0.100637      0.067057     -0.002992 
   310.000000     -0.344196     -2.563724     -0.295607      0.100604      0.067035     -0.002991 
   310.100000     -0.347974     -2.558605     -0.296899      0.100572      0.067014     -0.002990 
   310.200000     -0.351771     -2.553435     -0.298208      0.100539      0.066992     -0.002989 
   310.300000     -0.355586     -2.548212     -0.299534      0.100507      0.066970     -0.002988 
   310.400000     -0.359421     -2.542937     -0.300877      0.100475      0.066949     -0.002987 
   310.500000     -0.363276     -2.537610     -0.302237      0.100442      0.066927     -0.002986 
   310.600000     -0.367149     -2.532230     -0.303614      0.100410      0.066906     -0.002985 
   310.700000     -0.371043     -2.526799     -0.305008      0.100378      0.066884     -0.002984 
   310.800000     -0.374957     -2.521314     -0.306419      0.100345      0.066863     -0.002983 
   310.900000     -0.378891     -2.515777     -0.307847      0.100313      0.066841     -0.002982 
   311.000000     -0.382845     -2.510188     -0.309291      0.100281      0.066820     -0.002981 
   311.100000     -0.386821     -2.504546     -0.310753      0.100249      0.066798     -0.002980 
   311.200000     -0.390817     -2.498851     -0.312232      0.100216      0.066777     -0.002979 
   311.300000     -0.394834     -2.493103     -0.313728      0.100184      0.066755     -0.002978 
   311.400000     -0.398873     -2.487303     -0.315240      0.100152      0.066734     -0.002977 
   311.500000     -0.402934     -2.481449     -0.316769      0.100120      0.066712     -0.002976 
   311.600000     -0.407017     -2.475543     -0.318315      0.100088      0.066691     -0.002975 
   311.700000     -0.411121     -2.469584     -0.319878      0.100056      0.066670     -0.002974 
   311.800000     -0.415249     -2.463571     -0.321458      0.100024      0.066648     -0.002973 
   311.900000     -0.419399     -2.457506     -0.323054      0.099991      0.066627     -0.002972 
   312.000000     -0.423572     -2.451387     -0.324666      0.099959      0.066605     -0.002971 
   312.100000     -0.427768     -2.445215     -0.326296      0.099927      0.066584     -0.002971 
   312.200000     -0.431988     -2.438991     -0.327942      0.099895      0.066563     -0.002970 
   312.300000     -0.436232     -2.432713     -0.329604      0.099863      0.066542     -0.002969 
   312.400000     -0.440500     -2.426382     -0.331283      0.099831      0.066520     -0.002968 
   312.500000     -0.444792     -2.419997     -0.332978      0.099799      0.066499     -0.002967 
   312.600000     -0.449109     -2.413560     -0.334690      0.099768      0.066478     -0.002966 
   312.700000     -0.453451     -2.407069     -0.336418      0.099736      0.066456     -0.002965 
   312.800000     -0.457818     -2.400525     -0.338162      0.099704      0.066435     -0.002964 
   312.900000     -0.462210     -2.393928     -0.339922      0.099672      0.066414     -0.002963 
   313.000000     -0.466629     -2.387278     -0.341699      0.099640      0.066393     -0.002962 
   313.100000     -0.471074     -2.380575     -0.343491      0.099608      0.066371     -0.002961 
   313.200000     -0.475545     -2.373819     -0.345299      0.099576      0.066350     -0.002960 
   313.300000     -0.480043     -2.367010     -0.347123      0.099545      0.066329     -0.002959 
   313.400000     -0.484568     -2.360148     -0.348963      0.099513      0.066308     -0.002958 
   313.500000     -0.489121     -2.353233     -0.350818      0.099481      0.066287     -0.002957 
   313.600000     -0.493701     -2.346265     -0.352690      0.099449      0.066266     -0.002956 
   313.700000     -0.498310     -2.339244     -0.354576      0.099418      0.066245     -0.002955 
   313.800000     -0.502947     -2.332171     -0.356478      0.099386      0.066223     -0.002954 
   313.900000     -0.507612     -2.325045     -0.358395      0.099354      0.066202     -0.002953 
   314.000000     -0.512307     -2.317867     -0.360328      0.099323      0.066181     -0.002953 
   314.100000     -0.517032     -2.310636     -0.362275      0.099291      0.066160     -0.002952 
   314.200000     -0.521786     -2.303353     -0.364237      0.099259      0.066139     -0.002951 
   314.300000     -0.526570     -2.296018     -0.366215      0.099228      0.066118     -0.002950 
   314.400000     -0.531386     -2.288630     -0.368206      0.099196      0.066097     -0.002949 
   314.500000     -0.536232     -2.281191     -0.370213      0.099165      0.066076     -0.002948 
   314.600000     -0.541109     -2.273700     -0.372234      0.099133      0.066055     -0.002947 
   314.700000     -0.546018     -2.266158     -0.374269      0.099102      0.066034     -0.002946 
   314.800000     -0.550959     -2.258564     -0.376319      0.099070      0.066013     -0.002945 
   314.900000     -0.555933     -2.250918     -0.378382      0.099039      0.065992     -0.002944 
   315.000000     -0.560939     -2.243222     -0.380459      0.099007      0.065971     -0.002943 
   315.100000     -0.565979     -2.235474     -0.382550      0.098976      0.065950     -0.002942 
   315.200000     -0.571052     -2.227676     -0.384655      0.098945      0.065929     -0.002941 
   315.300000     -0.576159     -2.219828     -0.386773      0.098913      0.065908     -0.002940 
   315.400000     -0.581301     -2.211929     -0.388904      0.098882      0.065887     -0.002939 
   315.500000     -0.586478     -2.203980     -0.391048      0.098850      0.065867     -0.002938 
   315.600000     -0.591690     -2.195981     -0.393205      0.098819      0.065846     -0.002938 
   315.700000     -0.596937     -2.187933     -0.395375      0.098788      0.065825     -0.002937 
   315.800000     -0.602221     -2.179835     -0.397558      0.098757      0.065804     -0.002936 
   315.900000     -0.607541     -2.171688     -0.399752      0.098725      0.065783     -0.002935 
   316.000000     -0.612898     -2.163493     -0.401959      0.098694      0.065762     -0.002934 
   316.100000     -0.618293     -2.155249     -0.404178      0.098663      0.065742     -0.002933 
   316.200000     -0.623725     -2.146957     -0.406408      0.098632      0.065721     -0.002932 
   316.300000     -0.629196     -2.138617     -0.408650      0.098600      0.065700     -0.002931 
   316.400000     -0.634705     -2.130230     -0.410903      0.098569      0.065679     -0.002930 
   316.500000     -0.640253     -2.121796     -0.413167      0.098538      0.065658     -0.002929 
   316.600000     -0.645841     -2.113314     -0.415442      0.098507      0.065638     -0.002928 
   316.700000     -0.651469     -2.104787     -0.417727      0.098476      0.065617     -0.002927 
   316.800000     -0.657137     -2.096213     -0.420023      0.098445      0.065596     -0.002926 
   316.900000     -0.662846     -2.087594     -0.422329      0.098414      0.065576     -0.002926 
   317.000000     -0.668596     -2.078930     -0.424645      0.098383      0.065555     -0.002925 
   317.100000     -0.674388     -2.070221     -0.426970      0.098352      0.065534     -0.002924 
   317.200000     -0.680222     -2.061467     -0.429304      0.098321      0.065514     -0.002923 
   317.300000     -0.686099     -2.052670     -0.431648      0.098290      0.065493     -0.002922 
   317.400000     -0.692019     -2.043829     -0.434000      0.098259      0.065472     -0.002921 
   317.500000     -0.697982     -2.034946     -0.436361      0.098228      0.065452     -0.002920 
   317.600000     -0.703989     -2.026020     -0.438730      0.098197      0.065431     -0.002919 
   317.700000     -0.710040     -2.017052     -0.441107      0.098166      0.065410     -0.002918 
   317.800000     -0.716136     -2.008042     -0.443492      0.098135      0.065390     -0.002917 
   317.900000     -0.722277     -1.998992     -0.445883      0.098104      0.065369     -0.002916 
   318.000000     -0.728463     -1.989902     -0.448282      0.098073      0.065349     -0.002915 
   318.100000     -0.734696     -1.980772     -0.450688      0.098042      0.065328     -0.002914 
   318.200000     -0.740975     -1.971603     -0.453100      0.098012      0.065308     -0.002914 
   318.300000     -0.747301     -1.962395     -0.455518      0.097981      0.065287     -0.002913 
   318.400000     -0.753673     -1.953149     -0.457941      0.097950      0.065267     -0.002912 
   318.500000     -0.760094     -1.943867     -0.460370      0.097919      0.065246     -0.002911 
   318.600000     -0.766562     -1.934547     -0.462804      0.097889      0.065226     -0.002910 
   318.700000     -0.773079     -1.925192     -0.465243      0.097858      0.065205     -0.002909 
   318.800000     -0.779644     -1.915802     -0.467686      0.097827      0.065185     -0.002908 
   318.900000     -0.786258     -1.906377     -0.470133      0.097796      0.065164     -0.002907 
   319.000000     -0.792922     -1.896918     -0.472584      0.097766      0.065144     -0.002906 
   319.100000     -0.799635     -1.887426     -0.475038      0.097735      0.065123     -0.002905 
   319.200000     -0.806399     -1.877902     -0.477495      0.097705      0.065103     -0.002904 
   319.300000     -0.813212     -1.868346     -0.479955      0.097674      0.065083     -0.002904 
   319.400000     -0.820077     -1.858760     -0.482417      0.097643      0.065062     -0.002903 
   319.500000     -0.826992     -1.849143     -0.484880      0.097613      0.065042     -0.002902 
   319.600000     -0.833959     -1.839498     -0.487345      0.097582      0.065022     -0.002901 
   319.700000     -0.840977     -1.829824     -0.489811      0.097552      0.065001     -0.002900 
   319.800000     -0.848047     -1.820122     -0.492277      0.097521      0.064981     -0.002899 
   319.900000     -0.855169     -1.810394     -0.494744      0.097491      0.064961     -0.002898 
   320.000000     -0.862343     -1.800641     -0.497211      0.097460      0.064940     -0.002897 
   320.100000     -0.869569     -1.790862     -0.499677      0.097430      0.064920     -0.002896 
   320.200000     -0.876848     -1.781060     -0.502142      0.097399      0.064900     -0.002895 
